filename,present,template_score,composite_score
hateful_0001.png,1,0.7368829250335693,0
hateful_0002.png,1,0.613553524017334,0.14629424441466707
hateful_0003.png,1,0.8502252697944641,0
hateful_0004.png,1,0.5652172565460205,0.4268491823744626
hateful_0005.png,1,0.5436874628067017,0.30870184409638923
hateful_0006.png,1,0.6749048233032227,3.5395585962847402
hateful_0007.png,1,0.5499170422554016,0.27460410995128753
hateful_0008.png,1,0.6410776376724243,0.14484934471613264
hateful_0009.png,1,0.654945433139801,1.0640349008438712
hateful_0010.png,1,0.6733540296554565,0.7654387411187995
hateful_0011.png,1,0.6410776376724243,0.2629001819697666
hateful_0012.png,1,0.6432028412818909,1.0809435312620213
hateful_0013.png,1,0.5604490637779236,0.2984350364144148
hateful_0014.png,1,0.6871320605278015,0.10148828880690144
hateful_0015.png,1,0.7151797413825989,0
hateful_0016.png,1,0.6107577085494995,0.5016219846976175
hateful_0017.png,1,0.6138729453086853,1.236358575994015
hateful_0018.png,1,0.6410773992538452,1.5195152570806658
hateful_0019.png,1,0.6387959718704224,0.25940848530268323
hateful_0020.png,1,0.6410776376724243,0.6553391662083898
hateful_0021.png,1,0.6537274122238159,1.5201346124561173
hateful_0022.png,1,0.9157490134239197,0
hateful_0023.png,1,0.6925185322761536,1.734471490188007
hateful_0024.png,1,0.7241647243499756,0
hateful_0025.png,1,0.6659730076789856,0.3963718981158763
hateful_0026.png,1,0.6410778164863586,0.6335878437521162
hateful_0027.png,1,0.6680534482002258,0.18080454246587838
hateful_0028.png,1,0.6142467260360718,1.180851217891333
hateful_0029.png,1,0.5952985286712646,0.5900259441026975
hateful_0030.png,1,0.715137243270874,0
hateful_0031.png,1,0.7012360692024231,0
hateful_0032.png,1,0.6549455523490906,0.16217472446548287
hateful_0033.png,1,0.692798376083374,0.264221490390996
hateful_0034.png,1,0.6410778164863586,0.2283365595000788
hateful_0035.png,1,0.5666381120681763,0.3533864308198156
hateful_0036.png,1,0.7111406326293945,0
hateful_0037.png,1,0.6664117574691772,1.3101613735680402
hateful_0038.png,1,0.6264019012451172,0.5530153216678773
hateful_0039.png,1,0.6680533289909363,1.9181653447687792
hateful_0040.png,1,0.679640531539917,0.5325338693028144
hateful_0041.png,1,0.6410778164863586,0.26272081522135077
hateful_0042.png,1,0.679640531539917,3.5953862697246315e+307
hateful_0043.png,1,0.6733540296554565,1.4744986361869292
hateful_0044.png,1,0.6410773992538452,0.3801395245902408
hateful_0045.png,1,0.6123724579811096,0.647208167852729
hateful_0046.png,1,0.6865677237510681,1.0260140347104545
hateful_0047.png,1,0.7151374816894531,0
hateful_0048.png,1,0.6939778923988342,1.0724460092186532
hateful_0049.png,1,0.6951814889907837,1.4070732413881988
hateful_0050.png,1,0.6432028412818909,0.7398163164805627
hateful_0051.png,1,0.6719411015510559,0.6731322424464918
hateful_0052.png,1,0.7478120923042297,0
hateful_0053.png,1,0.6572836637496948,0.5032733814316185
hateful_0054.png,1,0.678962230682373,0.4382037407223167
hateful_0055.png,1,0.679640531539917,0.4972043205578961
hateful_0056.png,1,0.712803840637207,0
hateful_0057.png,1,0.6854730248451233,0.1660138896010463
hateful_0058.png,1,0.7241648435592651,0
hateful_0059.png,1,0.6865678429603577,0.1459269251602431
hateful_0060.png,1,0.6572835445404053,3.5953862697246315e+307
hateful_0061.png,1,0.6458700299263,0.41769974416506084
hateful_0062.png,1,0.654945433139801,0.761727242909827
hateful_0063.png,1,0.6939778923988342,0.12618635651707602
hateful_0064.png,1,0.7151798605918884,0
hateful_0065.png,1,0.692518413066864,0.3900101010988385
hateful_0066.png,1,0.666455090045929,0.8586759626799771
hateful_0067.png,1,0.6894147396087646,0.611133413839875
hateful_0068.png,1,0.7478122115135193,0
hateful_0069.png,1,0.6557118892669678,0.25021028917818305
hateful_0070.png,1,0.6939778327941895,3.6024536183805496
hateful_0071.png,1,0.5868940949440002,0.25190487996307526
hateful_0072.png,1,0.6894146203994751,0.6142593243419046
hateful_0073.png,1,0.7077517509460449,0
hateful_0074.png,1,0.6939778923988342,19.105480387410687
hateful_0075.png,1,0.6625968813896179,0.41811256577775546
hateful_0076.png,1,0.6410776376724243,0.6570392061885798
hateful_0077.png,1,0.6792884469032288,0.2533952549581238
hateful_0078.png,1,0.601584255695343,0.3176281114330937
hateful_0079.png,1,0.6454970240592957,0.3272584395144942
hateful_0080.png,1,0.6542686820030212,0.6381711816041812
hateful_0081.png,1,0.6939777135848999,2.2753932266459476
hateful_0082.png,1,0.6534097790718079,1.0269942501809017
hateful_0083.png,1,0.7012361884117126,0
hateful_0084.png,1,0.614901065826416,1.9061892303431207
hateful_0085.png,1,0.6796402931213379,1.6012571511446143
hateful_0086.png,1,0.6796404123306274,0.39618900967945636
hateful_0087.png,1,0.599429726600647,0.43284867529529325
hateful_0088.png,1,0.6210412383079529,1.4571734249152775
hateful_0089.png,1,0.6484971642494202,3.620449651278422
hateful_0090.png,1,0.6703312993049622,1.9784494474404444
hateful_0091.png,1,0.6410778164863586,4.182012038931079
hateful_0092.png,1,0.6142470836639404,0.1557130140733289
hateful_0093.png,1,0.6142467260360718,1.3442685191840893
hateful_0094.png,1,0.7913974523544312,0
hateful_0095.png,1,0.6644899249076843,0.6989750849745675
hateful_0096.png,1,0.65321946144104,0.24835557948886638
hateful_0097.png,1,0.7028504014015198,0
hateful_0098.png,1,0.6549453139305115,0.13284382709278308
hateful_0099.png,1,0.6280262470245361,0.18756358993855735
hateful_0100.png,1,0.7316693663597107,0
hateful_0101.png,1,0.6077809929847717,0.6600709127184534
hateful_0102.png,1,0.6915639638900757,28.051735719606985
hateful_0103.png,0,0.5883946418762207,0.436207003787133
hateful_0104.png,1,0.6410778164863586,0.4982033357725415
hateful_0105.png,1,0.670173704624176,0.6542988042664974
hateful_0106.png,1,0.7249897122383118,0
hateful_0107.png,1,0.6343914270401001,1.1174737646559323
hateful_0108.png,1,0.6557121276855469,0.2928046172025043
hateful_0109.png,1,0.6733541488647461,1.37012608846684
hateful_0110.png,1,0.6549453139305115,3.5953862697246315e+307
hateful_0111.png,1,0.6951814889907837,0.9598367436296967
hateful_0112.png,1,0.6865677237510681,0.5791866132815883
