Index,Area,Perimeter,Approx_Vertices,BoundingBox_X,BoundingBox_Y,BoundingBox_W,BoundingBox_H,Aspect_Ratio,Centroid_X,Centroid_Y,Is_Convex,ConvexHull_Points
0,1019.0,331.98989498615265,19,182,171,50,42,1.19,206,190,0,27
1,635.5,183.4385986328125,16,185,67,49,26,1.88,207,80,0,18
