Index,Area,Perimeter,Approx_Vertices,BoundingBox_X,BoundingBox_Y,BoundingBox_W,BoundingBox_H,Aspect_Ratio,Centroid_X,Centroid_Y,Is_Convex,ConvexHull_Points
0,115.0,87.39696848392487,22,31,124,19,19,1.0,39,132,0,11
1,41.5,24.727921843528748,15,24,57,9,8,1.12,27,60,0,11
