Index,Area,Perimeter,Approx_Vertices,BoundingBox_X,BoundingBox_Y,BoundingBox_W,BoundingBox_H,Aspect_Ratio,Centroid_X,Centroid_Y,Is_Convex,ConvexHull_Points
0,424.0,151.3969682455063,17,215,657,30,29,1.03,228,670,0,20
1,575.0,143.74011421203613,17,632,584,31,29,1.07,646,597,0,22
2,440.5,165.29646289348602,21,259,584,28,29,0.97,272,598,0,19
3,596.5,146.32590067386627,18,161,584,33,29,1.14,176,599,0,15
4,335.5,120.8111822605133,18,378,546,40,30,1.33,399,562,0,14
